THE,THE
That,That
they,they
hauing,having
commended,commended
and,and
committed,committed
their,their
cause,cause
to,to
God,God
he,he
will,will
dispose,dispose
of,of
it,it
and,and
them,them
as,as
shall,shall
be,be
most,most
for,for
his,his
glory,glory
and,and
their,their
good,good
To,To
this,this
purpose,purpose
consider,consider
the,the
examples,examples
of,of
Anna,Anna
who,who
after,after
she,she
had,had
fasted,fasted
and,and
poured,poured
forth,forth
her,her
soule,soul
before,before
the,the
Lord,Lord
she,she
went,went
her,her
way,way
and,and
did,did
eat,eat
and,and
looked,looked
no,no
more,more
sad,sad
Of,Of
Dauid,David
euen,even
then,then
when,when
the,the
Lord,Lord
did,did
seeme,seem
to,to
haue,have
denied,denied
his,his
perticuler,particular
request,request
He,He
arose,arose
from,from
the,the
earth,earth
and,and
washed,washed
and,and
annointed,anointed
himselfe,himself
and,and
chaunged,changed
his,his
apparell,apparel
and,and
came,came
into,into
the,the
house,house
of,of
the,the
Lord,Lord
and,and
worshipped,worshipped
and,and
afterward,afterward
came,came
to,to
his,his
owne,own
house,house
and,and
bad,bad
that,that
they,they
should,should
set,set
bread,bread
before,before
him,him
and,and
he,he
did,did
eat,eat
And,And
thus,thus
much,much
may,may
suffice,suffice
to,to
haue,have
spoken,spoken
of,of
the,the
outward,outward
fast,fast
Now,Now
for,for
as,as
much,much
as,as
the,the
kingdome,kingdom
of,of
God,God
standeth,standeth
not,not
in,in
meat,meat
and,and
drinke,drink
Of,Of
the,the
spirituall,spiritual
exercise,exercise
or,or
inward,inward
fast,fast
without,without
which,which
the,the
outward,outward
is,is
of,of
no,no
value,value
nor,nor
in,in
the,the
abstinence,abstinence
therefrom,therefrom
and,and
seeing,seeing
bodily,bodily
exercise,exercise
profiteth,profiteth
little,little
but,but
piety,piety
which,which
consisteth,consisteth
in,in
duties,duties
of,of
religion,religion
sincerely,sincerely
performed,performed
hath,hath
the,the
promises,promises
both,both
of,of
this,this
life,life
and,and
of,of
that,that
which,which
is,is
to,to
come,come
therefore,therefore
all,all
this,this
outward,outward
abstinence,abstinence
is,is
nothing,nothing
worth,worth
vnlesse,unless
it,it
be,be
ioyned,joined
with,with
the,the
inward,inward
fast,fast
and,and
spirituall,spiritual
exercise,exercise
of,of
religion,religion
and,and
bee,be
referred,referred
thereunto,thereunto
as,as
to,to
the,the
end,end
thereof,thereof
For,For
if,if
men,men
rest,rest
in,in
the,the
outward,outward
fast,fast
as,as
though,though
that,that
in,in
it selfe,itself
were,were
acceptable,acceptable
vnto,unto
God,God
they,they
fast,fast
no,no
better,better
than,than
the,the
beasts,beasts
of,of
Niniuie,Niniveh
fasted,fasted
They,They
fast,fast
not,not
vnto,unto
God,God
Iohn,john
for,for
God,God
is,is
a,a
spirit,spirit
and,and
they,they
that,that
will,will
worship,worship
him,him
must,must
worship,worship
him,him
in,in
spirit,spirit
and,and
truth,truth
Wherefore,Wherefore
as,as
Zacharie,Zacharie
sayth,saith
to,to
the,the
Iewes,jews
who,who
resting,resting
in,in
the,the
outward,outward
fast,fast
imagined,imagined
that,that
they,they
pleased,pleased
God,God
therby,thereby
When,When
you,you
fasted,fasted
and,and
mourned,mourned
in,in
the,the
fift,fifth
and,and
seuenth,seventh
moneth,month
these,these
seuentie,seventy
yeares,years
did,did
you,you
in,in
fasting,fasting
fast,fast
to,to
me,me
to,to
me,me
sayth,saith
the,the
Lord,Lord
Likewise,Likewise
Esay,Esay
when,when
as,as
the,the
Lord,Lord
respected,respected
not,not
the,the
fast,fast
of,of
the,the
Iewes,jews
whereby,whereby
they,they
looked,looked
to,to
win,win
his,his
fauour,favour
as,as
appeareth,appeareth
by,by
their,their
question,question
vers,verse
Wherefore,Wherefore
haue,have
we,we
fasted,fasted
and,and
thou,thou
respectest,respectest
it,it
not,not
we,we
haue,have
afflicted,afflicted
our,our
soules,souls
and,and
thou,thou
regardest,regardest
it,it
not,not
He,He
rendreth,rendereth
this,this
reason,reason
Because,Because
neglecting,neglecting
the,the
inward,inward
exercise,exercise
they,they
rested,rested
in,in
the,the
outward,outward
Is,Is
it,it
such,such
a,a
fast,fast
that,that
I,I
haue,have
chosen,chosen
that,that
a,a
man,man
should,should
for,for
a,a
day,day
afflict,afflict
his,his
soule,soul
namely,namely
by,by
outward,outward
fasting,fasting
and,and
hang,hang
downe,down
his,his
head,head
like,like
a,a
bull-rush,bulrush
and,and
lie,lie
downe,down
in,in
sackeloth,sack-cloth
and,and
ashes,ashes
wilt,wilt
thou,thou
call,call
this,this
a,a
fasting,fasting
or,or
an,an
acceptable,acceptable
day,day
to,to
the,the
Lord,Lord
But,But
if,if
men,men
shall,shall
not,not
onely,only
rest,rest
in,in
the,the
outward,outward
fast,fast
as,as
if,if
that,that
in,in
it selfe,itself
were,were
an,an
acceptable,acceptable
worship,worship
of,of
God,God
but,but
shall,shall
also,also
obserue,observe
it,it
with,with
an,an
opinion,opinion
of,of
satisfaction,satisfaction
and,and
merit,merit
persuading,persuading
themselues,themselves
that,that
by,by
their,their
fast,fast
they,they
satisfie,satisfy
for,for
their,their
sinnes,sins
and,and
merit,merit
euerlasting,everlasting
life,life
then,then
is,is
it,it
much,much
more,more
abhominable,abominable
in,in
the,the
sight,sight
of,of
God,God
as,as
being,being
derogatorie,derogatory
to,to
the,the
onely,only
both,both
satisfactorie,satisfactory
sufferings,sufferings
and,and
meritorious,meritorious
obedience,obedience
of,of
Christ,Christ
our,our
Sauiour,Saviour
And,And
such,such
seemeth,seemeth
to,to
haue,have
beene,been
the,the
fast,fast
of,of
the,the
Pharisie,Pharisee
who,who
for,for
all,all
his,his
fasting,fasting
twice,twice
a,a
weeke,week
and,and
his,his
other,other
merits,merits
which,which
hee,he
alledgeth,allegeth
went,went
home,home
vnjustified,unjustified
And,And
such,such
is,is
the,the
fast,fast
of,of
the,the
Papists,Papists
at,at
this,this
day,day
who,who
not,not
onely,only
rest,rest
in,in
their,their
outward,outward
fast,fast
which,which
notwithstanding,notwithstanding
in,in
many,many
respects,respects
is,is
but,but
a,a
mockefast,mockefast
but,but
also,also
ascribe,ascribe
satisfaction,satisfaction
and,and
merit,merit
thereunto,thereunto
The,The
inward,inward
fast,fast
is,is
a,a
solemn,solemn
exercise,exercise
of,of
prayer,prayer
ioyned,joined
with,with
repentance,repentance
What,What
then,then
is,is
the,the
spirituall,spiritual
exercise,exercise
and,and
the,the
inward,inward
fast,fast
whereunto,whereunto
the,the
outward,outward
abstinence,abstinence
must,must
be,be
referred,referred
It,It
is,is
an,an
humbling,humbling
of,of
our,our
soules,souls
in,in
a,a
solemne,solemn
exercise,exercise
of,of
prayer,prayer
joyned,joined
with,with
repentance,repentance
for,for
the,the
obtaining,obtaining
of,of
our,our
speciall,special
suit,suit
holpen,holpen
forward,forward
and,and
testified,testified
by,by
the,the
outward,outward
fast,fast
as,as
Ezra,Ezra
speaketh,speaketh
I,I
proclaimed,proclaimed
a,a
fast,fast
that,that
we,we
might,might
humble,humble
our selues,ourselves
before,before
our,our
God,God
and,and
seeke,seek
of,of
him,him
a,a
right,right
way,way
For,For
as,as
the,the
occasion,occasion
of,of
our,our
fast,fast
is,is
some,some
speciall,special
suit,suit
or,or
request,request
which,which
we,we
are,are
vpon,upon
vrgent,urgent
occasion,occasion
to,to
make,make
to,to
God,God
so,so
the,the
obtaining,obtaining
of,of
our,our
request,request
is,is
the,the
end,end
of,of
our,our
fast,fast
Now,Now
that,that
we,we
may,may
obtaine,obtain
our,our
suit,suit
to,to
our,our
comfort,comfort
it,it
is,is
necessarie,necessary
that,that
wee,we
should,should
beg,beg
it,it
at,at
the,the
hands,hands
of,of
God,God
by,by
prayer,prayer
For,For
as,as
Iames,james
sayth,saith
You,You
haue,have
not,not
because,because
you,you
aske,ask
not,not
And,And
because,because
the,the
Lord,Lord
doth,doth
not,not
heare,hear
euery,every
prayer,prayer
of,of
euery,every
man,man
therefore,therefore
that,that
our,our
prayer,prayer
may,may
be,be
heard,heard
it,it
is,is
necessarie,necessary
that,that
both,both
it,it
be,be
qualified,qualified
in,in
some,some
measure,measure
according,according
to,to
Gods,Gods
will,will
Iohn,john
and,and
our selues,ourselves
also,also
indued,endued
with,with
repentance,repentance
for,for
our,our
sinnes,sins
For,For
if,if
our,our
prayer,prayer
be,be
not,not
rightly,rightly
qualified,qualified
we,we
may,may
aske,ask
and,and
not,not
obtaine,obtain
as,as
Iames,james
sayth,saith
You,You
aske,ask
and,and
receiue,receive
not,not
because,because
you,you
aske,ask
amisse,amiss
Neither,Neither
if,if
wee,we
repent,repent
not,not
of,of
our,our
sinnes,sins
Esay,Esay
Iohn,john
shall,shall
we,we
be,be
heard,heard
because,because
sinne,sin
maketh,maketh
a,a
separation,separation
betweene,between
God,God
and,and
vs,us
neither,neither
doth,doth
the,the
Lord,Lord
heare,hear
impenitent,impenitent
sinners,sinners
But,But
if,if
any,any
shall,shall
object,object
that,that
we,we
are,are
to,to
pray,pray
and,and
repent,repent
continually,continually
and,and
therefore,therefore
that,that
this,this
exercise,exercise
is,is
to,to
little,little
purpose,purpose
I,I
answere,answer
that,that
howsoeuer,howsoever
prayer,prayer
is,is
to,to
be,be
performed,performed
of,of
vs,us
dayly,daily
and,and
ordinarily,ordinarily
and,and
repentance,repentance
is,is
to,to
be,be
practised,practised
of,of
vs,us
continually,continually
in,in
the,the
whole,whole
course,course
of,of
our,our
liues,lives
yet,yet
this,this
hindreth,hindereth
not,not
but,but
that,that
as,as
the,the
Lord,Lord
giueth,giveth
vs,us
extraordinarie,extraordinary
occasion,occasion
so,so
we,we
may,may
and,and
ought,aught
after,after
a,a
solemne,solemn
and,and
extraordinarie,extraordinary
manner,manner
to,to
humble,humble
our selues,ourselves
before,before
him,him
by,by
prayer,prayer
and,and
repentance,repentance
which,which
our,our
Sauior,Saviour
Christ,Christ
calleth,calleth
repenting,repenting
in,in
sackcloth,sackcloth
and,and
ashes,ashes
and,and
likewise,likewise
Iob,job
repenting,repenting
in,in
dust,dust
and,and
ashes,ashes
Now,Now
whereas,whereas
I,I
said,said
The,The
two,two
parts,parts
of,of
repentance,repentance
concurring,concurring
with,with
both,both
the,the
parts,parts
of,of
prayer,prayer
that,that
this,this
inward,inward
fast,fast
is,is
an,an
extraordinarie,extraordinary
exercise,exercise
of,of
prayer,prayer
joyned,joined
with,with
a,a
profession,profession
of,of
our,our
repentance,repentance
for,for
the,the
obtaining,obtaining
of,of
our,our
suit,suit
we,we
are,are
to,to
know,know
that,that
as,as
of,of
prayer,prayer
which,which
expresseth,expresseth
our,our
suit,suit
there,there
be,be
two,two
parts,parts
and,and
two,two
especiall,especial
properties,properties
so,so
of,of
repentance,repentance
which,which
secondeth,secondeth
our,our
prayer,prayer
there,there
are,are
also,also
two,two
parts,parts
The,The
parts,parts
of,of
this,this
prayer,prayer
are,are
first,first
deprecation,deprecation
or,or
praying,praying
against,against
some,some
euill,evil
which,which
we,we
bewaile,bewail
and,and
desire,desire
to,to
be,be
remooued,removed
whether,whether
it,it
be,be
the,the
euill,evil
of,of
sinne,sin
alone,alone
or,or
the,the
euill,evil
of,of
affliction,affliction
also,also
caused,caused
thereby,thereby
Secondly,Secondly
precation,precation
for,for
the,the
obtaining,obtaining
of,of
some,some
good,good
whether,whether
it,it
be,be
only,only
the,the
assurance,assurance
for,for
the,the
remission,remission
of,of
our,our
sinnes,sins
and,and
grace,grace
to,to
withstand,withstand
them,them
or,or
also,also
some,some
other,other
speciall,special
blessing,blessing
which,which
wee,we
craue,crave
The,The
two,two
especiall,especial
properties,properties
of,of
our,our
prayer,prayer
are,are
feruencie,fervency
of,of
desire,desire
and,and
assurance,assurance
of,of
faith,faith
The,The
two,two
parts,parts
of,of
repentance,repentance
are,are
humiliation,humiliation
in,in
respect,respect
of,of
our,our
sinnes,sins
past,past
panitentia,panitentia
which,which
is,is
penitencie,penitency
and,and
an,an
vnfained,unfeigned
purpose,purpose
of,of
amending,amending
our,our
liues,lives
for,for
the,the
time,time
to,to
come,come
both,both
in,in
forsaking,forsaking
our,our
sinnes,sins
and,and
also,also
in,in
embracing,embracing
the,the
contrary,contrary
duties,duties
which,which
is,is
that,that
is,is
amendment,amendment
of,of
life,life
properly,properly
resipiscentia,resipiscentia
Both,Both
these,these
parts,parts
of,of
repentance,repentance
must,must
concurre,concur
with,with
both,both
the,the
parts,parts
of,of
prayer,prayer
And,And
both,both
of,of
them,them
affoord,afford
their,their
necessarie,necessary
helpe,help
to,to
both,both
the,the
properties,properties
of,of
prayer,prayer
For,For
deprecation,deprecation
of,of
pardon,pardon
must,must
be,be
joyned,joined
not,not
onely,only
with,with
humiliation,humiliation
in,in
respect,respect
of,of
our,our
sinnes,sins
past,past
but,but
also,also
with,with
a,a
loathing,loathing
of,of
our,our
sinnes,sins
and,and
an,an
vnfained,unfeigned
desire,desire
and,and
setled,settled
purpose,purpose
to,to
forsake,forsake
them,them
for,for
the,the
time,time
to,to
come,come
And,And
prayer,prayer
for,for
grace,grace
and,and
assurance,assurance
of,of
pardon,pardon
must,must
bee,be
joyned,joined
not,not
onely,only
with,with
a,a
desire,desire
and,and
purpose,purpose
of,of
amendment,amendment
but,but
also,also
with,with
a,a
sence,sense
and,and
acknowledgement,acknowledgement
of,of
our,our
infidelitie,infidelity
and,and
want,want
of,of
grace,grace
And,And
our,our
feruencie,fervency
in,in
prayer,prayer
as,as
it,it
must,must
proceed,proceed
from,from
the,the
sence,sense
of,of
our,our
want,want
so,so
may,may
it,it
not,not
be,be
seuered,severed
from,from
a,a
desire,desire
of,of
obedience,obedience
and,and
purpose,purpose
of,of
amendment,amendment
And,And
lastly,lastly
the,the
promise,promise
of,of
hearing,hearing
our,our
prayer,prayer
whereon,whereon
our,our
faith,faith
is,is
grounded,grounded
is,is
made,made
both,both
to,to
those,those
that,that
are,are
humbled,humbled
for,for
their,their
sinnes,sins
past,past
and,and
vnfainedly,unfeignedly
desire,desire
and,and
purpose,purpose
amendment,amendment
for,for
the,the
time,time
to,to
come,come
Notwithstanding,Notwithstanding
there,there
is,is
a,a
more,more
speciall,special
concurrence,concurrence
of,of
humiliation,humiliation
with,with
deprecation,deprecation
and,and
of,of
an,an
vnfained,unfeigned
purpose,purpose
of,of
amendment,amendment
with,with
precation,precation
and,and
also,also
a,a
more,more
speciall,special
reference,reference
as,as
of,of
humiliation,humiliation
to,to
the,the
feruencie,fervency
of,of
our,our
desire,desire
so,so
of,of
repentance,repentance
which,which
consisteth,consisteth
in,in
eschewing,eschewing
euill,evil
and,and
doing,doing
good,good
to,to
the,the
assurance,assurance
of,of
faith,faith
Yea,Yea
the,the
inward,inward
sence,sense
and,and
sorrow,sorrow
and,and
the,the
outward,outward
bewayling,bewailing
and,and
confessing,confessing
of,of
our,our
sinnes,sins
in,in
deprecation,deprecation
are,are
acts,acts
of,of
humiliation,humiliation
and,and
the,the
desire,desire
the,the
promise,promise
the,the
vow,vow
of,of
obedience,obedience
and,and
amendment,amendment
of,of
life,life
expressed,expressed
in,in
our,our
precation,precation
are,are
acts,acts
of,of
repentance,repentance
But,But
for,for
distinction,distinction
sake,sake
we,we
are,are
first,first
to,to
speake,speak
of,of
humiliation,humiliation
which,which
is,is
as,as
it,it
were,were
a,a
preparatiue,preparative
to,to
praier,prayer
secondly,secondly
of,of
the,the
parts,parts
and,and
properties,properties
of,of
prayer,prayer
thirdly,thirdly
of,of
repentance,repentance
and,and
amendement,amendment
of,of
life,life
which,which
must,must
as,as
it,it
were,were
second,second
prayer,prayer
Humiliation,Humiliation
is,is
partly,partly
inward,inward
which,which
standeth,standeth
in,in
two,two
things,things
An,An
inward,inward
sence,sense
of,of
our,our
miserie,misery
and,and
sorrow,sorrow
for,for
the,the
same,same
King,King
Ioel,joel
And,And
therefore,therefore
for,for
plainenesse,plainness
and,and
distinction,distinction
sake,sake
I,I
will,will
first,first
speake,speak
of,of
the,the
former,former
part,part
of,of
our,our
suit,suit
consisting,consisting
in,in
the,the
deprecation,deprecation
joyned,joined
with,with
humiliation,humiliation
and,and
after,after
of,of
the,the
second,second
part,part
which,which
standeth,standeth
in,in
the,the
precation,precation
joyned,joined
with,with
amendment,amendment
of,of
life,life
For,For
as,as
touching,touching
the,the
former,former
if,if
wee,we
would,would
bee,be
humble,humble
and,and
earnest,earnest
suiters,suitors
for,for
the,the
remoouing,removing
of,of
euill,evil
whether,whether
it,it
be,be
sinne,sin
or,or
punishment,punishment
or,or
both,both
it,it
behooueth,behoveth
vs,us
first,first
to,to
be,be
affected,affected
and,and
touched,touched
with,with
a,a
sence,sense
and,and
feeling,feeling
of,of
our,our
miserie,misery
and,and
to,to
be,be
inwardly,inwardly
grieued,grieved
for,for
our,our
sinnes,sins
that,that
by,by
them,them
we,we
haue,have
offended,offended
God,God
who,who
hath,hath
beene,been
so,so
gracious,gracious
a,a
God,God
and,and
so,so
mercifull,merciful
a,a
father,father
vnto,unto
vs,us
and,and
also,also
haue,have
prouoked,provoked
him,him
to,to
threaten,threaten
or,or
to,to
execute,execute
his,his
judgements,judgements
against,against
vs,us
for,for
the,the
same,same
This,This
then,then
is,is
the,the
first,first
thing,thing
which,which
we,we
are,are
to,to
labour,labour
for,for
in,in
this,this
exercise,exercise
that,that
in,in
regard,regard
of,of
our,our
sinnes,sins
which,which
haue,have
made,made
vs,us
obnoxious,obnoxious
to,to
Gods,God's
judgements,judgements
our,our
hearts,hearts
may,may
melt,melt
within,within
vs,us
and,and
be,be
resolued,resolved
into,into
a,a
fountaine,fountain
of,of
teares,tears
that,that
they,they
may,may
be,be
pricked,pricked
with,with
sorrow,sorrow
and,and
remorse,remorse
that,that
they,they
may,may
bee,be
rent,rend
with,with
griefe,grief
that,that
they,they
may,may
become,become
contrite,contrite
and,and
broken,broken
with,with
godly,godly
sorrow,sorrow
For,For
mourning,mourning
is,is
so,so
perpetually,perpetually
annexed,annexed
to,to
fasting,fasting
that,that
our,our
Sauiour,Saviour
Christ,Christ
vseth,useth
these,these
words,words
of,of
fasting,fasting
and,and
mourning,mourning
indifferently,indifferently
to,to
signifie,signify
the,the
same,same
thing,thing
For,For
being,being
demaunded,demanded
why,why
his,his
disciples,disciples
fasted,fasted
not,not
he,he
said,said
can,can
the,the
children,children
of,of
the,the
mariage,marriage
chamber,chamber
mourne,mourn
as,as
long,long
as,as
the,the
bridegroome,bridegroom
is,is
with,with
them,them
but,but
the,the
dayes,days
will,will
come,come
when,when
the,the
bridegroome,bridegroom
shall,shall
bee,be
taken,taken
from,from
them,them
and,and
then,then
shall,shall
they,they
fast,fast
For,For
further,further
euidence,evidence
whereof,whereof
Mark,Mark
Luke,Luke
we,we
may,may
obserue,observe
that,that
where,where
Mathew,Matthew
vseth,useth
the,the
word,word
mourne,mourn
the,the
other,other
Euangelists,Evangelists
haue,have
fast,fast
And,And
to,to
the,the
same,same
purpose,purpose
when,when
the,the
Iewes,jews
demaunded,demanded
of,of
the,the
Prophets,Prophets
whether,whether
they,they
were,were
still,still
to,to
obserue,observe
the,the
fast,fast
of,of
the,the
fift,fifth
moneth,month
they,they
propose,propose
their,their
question,question
in,in
these,these
words,words
Should,Should
I,I
weepe,weep
in,in
the,the
fift,fifth
moneth,month
and,and
seperate,separate
my selfe,myself
from,from
companie,company
and,and
delights,delights
And,And
this,this
mourning,mourning
they,they
which,which
fasted,fasted
were,were
wont,wont
vnder,under
the,the
law,law
to,to
signifie,signify
by,by
outward,outward
signes,signs
King,King
Ioel,joel
Esay,Esay
Ioel,joel
as,as
by,by
renting,renting
their,their
garments,garments
putting,putting
on,on
of,of
sackcloth,sackcloth
sitting,sitting
in,in
the,the
ashes,ashes
putting,putting
earth,earth
vpon,upon
them,them
In,In
stead,stead
of,of
which,which
signes,signs
the,the
thing,thing
signified,signified
that,that
is,is
the,the
inward,inward
mourning,mourning
of,of
the,the
heart,heart
is,is
commended,commended
vnto,unto
vs,us
according,according
to,to
the,the
example,example
of,of
Dauid,David
In,In
fasting,fasting
I,I
wept,wept
with,with
my,my
soule,soul
or,or
as,as
others,others
read,read
I,I
wept,wept
in,in
the,the
fasting,fasting
of,of
my,my
soule,soul
For,For
so,so
the,the
Prophet,Prophet
exhorteth,exhorteth
Rent,Rend
your,your
hearts,hearts
and,and
not,not
your,your
garments,garments
and,and
turne,turn
vnto,unto
the,the
Lord,Lord
with,with
all,all
your,your
hearts,hearts
and,and
with,with
fasting,fasting
weeping,weeping
and,and
mourning,mourning
And,And
to,to
this,this
godly,godly
sorrow,sorrow
must,must
bee,be
added,added
an,an
humble,humble
conceit,conceit
of,of
our selues,ourselves
An,An
humble,humble
and,and
vile,vile
estimation,estimation
of,of
our selues,ourselves
that,that
as,as
we,we
be,be
grieued,grieved
with,with
our selues,ourselves
because,because
of,of
our,our
sinne,sin
so,so
also,also
wee,we
should,should
thinke,think
vilely,vilely
and,and
esteeme,esteem
basely,basely
of,of
our selues,ourselves
as,as
being,being
worthie,worthy
not,not
onely,only
of,of
that,that
judgement,judgement
which,which
is,is
vpon,upon
vs,us
but,but
of,of
all,all
the,the
plagues,plagues
threatened,threatened
in,in
the,the
law,law
and,and
vnworthie,unworthy
of,of
the,the
least,least
of,of
Gods,God's
mercies,mercies
vnworthie,unworthy
of,of
food,food
signified,signified
by,by
our,our
abstinence,abstinence
therefrom,therefrom
vnworthie,unworthy
of,of
our,our
garments,garments
which,which
therefore,therefore
wee,we
lay,lay
aside,aside
vnworthie,unworthy
to,to
tread,tread
vpon,upon
the,the
earth,earth
which,which
they,they
were,were
wont,wont
to,to
signifie,signify
by,by
putting,putting
earth,earth
vpon,upon
them,them
In,In
a,a
word,word
the,the
outward,outward
abstinence,abstinence
is,is
therefore,therefore
ordained,ordained
that,that
by,by
afflicting,afflicting
the,the
bodie,body
the,the
soule,soul
may,may
be,be
humbled,humbled
Yea,Yea
such,such
an,an
vsuall,usual
companion,companion
of,of
fasting,fasting
is,is
the,the
humiliation,humiliation
of,of
the,the
soule,soul
that,that
not,not
onely,only
the,the
faithfull,faithful
in,in
the,the
Scripture,Scripture
are,are
said,said
to,to
humble,humble
their,their
soule,soul
by,by
fasting,fasting
Esay,Esay
King,King
but,but
sometimes,sometimes
also,also
euen,even
the,the
outward,outward
fasting,fasting
is,is
called,called
the,the
humbling,humbling
of,of
the,the
soule,soul
This,This
inward,inward
humiliation,humiliation
consisting,consisting
partly,partly
in,in
the,the
godly,godly
sorrow,sorrow
and,and
partly,partly
in,in
this,this
base,base
estimation,estimation
of,of
our selues,ourselves
is,is
very,very
needfull,needful
for,for
vs,us
if,if
indeed,indeed
we,we
would,would
be,be
humble,humble
suiters,suitors
vnto,unto
the,the
Lord,Lord
with,with
hope,hope
to,to
obtaine,obtain
For,For
the,the
sacrifices,sacrifices
of,of
God,God
are,are
a,a
contrit,contrite
spirit,spirit
and,and
a,a
broken,broken
heart,heart
which,which
the,the
Lord,Lord
in,in
no,no
wise,wise
will,will
despise,despise
Esay,Esay
yea,yea
he,he
hath,hath
respect,respect
to,to
those,those
who,who
are,are
of,of
a,a
contrit,contrite
spirit,spirit
and,and
hee,he
is,is
neare,near
vnto,unto
them,them
when,when
they,they
call,call
vpon,upon
him,him
And,And
that,that
we,we
may,may
attaine,attain
to,to
this,this
humiliation,humiliation
How,How
we,we
are,are
to,to
attaine,attain
to,to
this,this
humiliation,humiliation
we,we
are,are
seriously,seriously
to,to
meditat,meditat
of,of
the,the
judgements,judgements
of,of
God,God
presently,presently
either,either
threatned,threatened
or,or
laid,laid
vpon,upon
vs,us
for,for
therefore,therefore
the,the
Lord,Lord
doth,doth
threaten,threaten
his,his
judgements,judgements
that,that
by,by
humbling,humbling
our selues,ourselves
before,before
him,him
and,and
preparing,preparing
our selues,ourselves
to,to
meet,meet
him,him
they,they
might,might
be,be
preuented,prevented
and,and
turned,turned
from,from
vs,us
and,and
that,that
judging,judging
our selues,ourselves
we,we
might,might
not,not
bee,be
judged,judged
of,of
the,the
And,And
therefore,therefore
also,also
doth,doth
the,the
Lord,Lord
inflict,inflict
his,his
judgement,judgement
that,that
we,we
might,might
be,be
humbled,humbled
vnder,under
his,his
mightie,mighty
hand,hand
For,For
not,not
to,to
sorrow,sorrow
when,when
the,the
Lord,Lord
smiteth,smiteth
it,it
is,is
a,a
signe,sign
of,of
an,an
hard,hard
and,and
incorrigible,incorrigible
heart,heart
And,And
secondly,secondly
we,we
are,are
to,to
enter,enter
into,into
a,a
serious,serious
meditation,meditation
of,of
the,the
haynousnesse,heinousness
of,of
our,our
sins,sins
and,and
of,of
our,our
wretched,wretched
estate,estate
in,in
our selues,ourselves
by,by
reason,reason
thereof,thereof
which,which
we,we
may,may
conceiue,conceive
first,first
by,by
the,the
deserts,deserts
of,of
them,them
and,and
namely,namely
by,by
that,that
judgement,judgement
of,of
God,God
which,which
perhaps,perhaps
is,is
the,the
occasion,occasion
of,of
this,this
exercise,exercise
For,For
whatsoeuer,whatsoever
other,other
causes,causes
there,there
may,may
be,be
thereof,thereof
the,the
author,author
and,and
inflicting,inflicting
cause,cause
is,is
God,God
and,and
the,the
meriting,meriting
cause,cause
is,is
sinne,sin
And,And
not,not
onely,only
that,that
judgement,judgement
but,but
also,also
all,all
those,those
plagues,plagues
both,both
temporall,temporal
in,in
this,this
life,life
and,and
eternall,eternal
in,in
the,the
world,world
to,to
come,come
which,which
in,in
the,the
word,word
of,of
God,God
are,are
threatned,threatened
against,against
transgressors,transgressors
And,And
these,these
threatnings,threatenings
of,of
the,the
law,law
we,we
are,are
both,both
vndoubtedly,undoubtedly
to,to
beleeue,believe
and,and
also,also
effectually,effectually
to,to
apply,apply
to,to
our selues,ourselves
Againe,Again
the,the
same,same
appeareth,appeareth
by,by
the,the
sufferings,sufferings
of,of
Christ,Christ
For,For
hereby,hereby
it,it
is,is
most,most
euident,evident
that,that
our,our
sinnes,sins
are,are
so,so
heynous,heinous
and,and
grieuous,grievous
in,in
the,the
sight,sight
of,of
God,God
that,that
nothing,nothing
in,in
the,the
whole,whole
world,world
could,could
bee,be
found,found
a,a
sufficient,sufficient
ransome,ransom
to,to
satisfie,satisfy
Gods,God's
justice,justice
and,and
appease,appease
his,his
wrath,wrath
for,for
them,them
or,or
to,to
expiat,expiate
vs,us
from,from
the,the
guilt,guilt
thereof,thereof
but,but
the,the
precious,precious
death,death
of,of
our,our
Sauiour,Saviour
Christ,Christ
the,the
sonne,son
of,of
God,God
And,And
therefore,therefore
if,if
God,God
hath,hath
giuen,given
vs,us
the,the
spirit,spirit
of,of
grace,grace
and,and
supplication,supplication
we,we
shall,shall
lament,lament
and,and
mourne,mourn
as,as
a,a
man,man
weeping,weeping
for,for
his,his
only,only
sonne,son
when,when
we,we
looke,look
vpon,upon
him,him
whom,whom
we,we
haue,have
pierced,pierced
And,And
thirdly,thirdly
our,our
sinne,sin
will,will
appeare,appear
exceedingly,exceedingly
sinfull,sinful
if,if
we,we
compare,compare
and,and
lay,lay
together,together
Gods,God's
vnspeakable,unspeakable
bounties,bounties
towards,towards
vs,us
and,and
our,our
almost,almost
vncredible,uncredible
vnthankfulnesse,unthankfulness
towards,towards
him,him
For,For
if,if
thou,thou
doest,dost
truly,truly
and,and
vnpartially,unpartially
consider,consider
what,what
thou,thou
hast,hast
rendred,rendered
to,to
the,the
Lord,Lord
for,for
all,all
his,his
benefits,benefits
which,which
he,he
hath,hath
bestowed,bestowed
on,on
thee,thee
and,and
findest,findest
nothing,nothing
but,but
a,a
heape,heap
of,of
sinnes,sins
whereby,whereby
thou,thou
hast,hast
shewed,showed
thy selfe,thyself
so,so
vngracious,ungracious
towards,towards
him,him
who,who
hath,hath
beene,been
so,so
gracious,gracious
vnto,unto
thee,thee
and,and
dishonored,dishonoured
him,him
that,that
hath,hath
so,so
honoured,honoured
thee,thee
this,this
if,if
anything,anything
in,in
the,the
world,world
will,will
make,make
thy,thy
heart,heart
